Flight_ID,Airline,Aircraft_Type,Aircraft_Age_Years,Flight_Phase,Departure,Arrival,Route_,Flight_Duration,Last_Maintenance_Hrs,Engine_Hours,Pilot_Experience_Hrs,CoPilot_Experience_Hrs,Number_of_Crew,Total_Onboard,Cargo_Weight_Kg,Date,Time_UTC,Season,Visibility_Km,Visibility,Wind_Speed_Kmph,Wind_Direction_Deg,Temperature_C,Precipitation_mm,Weather_Condition,Turbulence,Accident
F20223879834,Star Air,Embraer E190,12,Takeoff,CCU,AMD,CCU-AMD,1.15,587,2653,16181,11574,8,36,4449,10/01/2020,06:32,Summer,3.9,8.32,44,129,12.8,29.91,Thunderstorm,Severe,0
F20259996271,Star Air,Embraer E190,12,Takeoff,BBI,HYD,BBI-HYD,3.04,637,4343,2893,14199,7,237,566,07/27/2025,21:32,Winter,5.9,3.0,0,239,47.0,30.53,Dust_Storm,Light,1
F20208977903,Star Air,Boeing 787,4,Taxi,BLR,DEL,BLR-BLR,4.62,834,13132,22827,6093,10,195,3211,04/18/2023,03:59,Winter,4.88,8.22,12,280,7.8,19.85,Clear,None,0
F20229424009,Alliance Air,ATR 72,22,Takeoff,PNQ,BBI,PNQ-BBI,2.56,1587,19826,5585,14596,10,329,7791,10/17/2023,22:16,Monsoon,2.21,1.75,67,57,24.4,16.58,Rain,None,1
F20247994800,FlyBig,ATR 72,23,Taxi,ATQ,DEL,ATQ-DEL,3.19,1146,9771,5764,527,5,43,8023,01/16/2023,12:55,Monsoon,1.0,5.4,39,246,7.0,13.37,Dust_Storm,Severe,0
F20268920314,FlyBig,Airbus A321,14,Parked,CCU,DEL,CCU-CCU,1.96,1135,11473,13350,9243,12,28,875,05/02/2020,10:32,Summer,6.46,0.87,47,332,27.3,20.34,Dust_Storm,Severe,0
F20261039575,IndiGo,Boeing 787,10,Parked,MAA,GAU,MAA-GAU,3.87,543,19790,21686,11753,6,32,4987,12/03/2024,11:41,Winter,7.01,0.44,41,251,9.1,30.42,Cloudy,Light,0
F20265474005,SpiceJet,ATR 72,10,Landing,AMD,IXB,AMD-IXB,3.52,1148,10742,12533,631,7,198,6004,05/04/2025,03:22,Winter,7.46,4.5,63,250,9.2,45.33,Dust_Storm,None,0
F20226536390,Vistara,Boeing 737,11,Landing,CCU,IXB,CCU-IXB,2.7,805,7998,18212,1723,8,338,5379,12/11/2025,13:01,Monsoon,0.32,1.25,0,349,11.8,39.1,Rain,Moderate,1
F20264155297,IndiGo,Embraer E190,24,En_Route,CCU,PNQ,CCU-PNQ,1.54,1803,8481,22914,14314,11,12,2764,03/22/2023,13:52,Monsoon,6.69,7.88,70,274,25.4,13.9,Thunderstorm,Severe,0
F20242760765,Akasa Air,Boeing 787,3,En_Route,GOI,CCU,GOI-CCU,2.5,1382,5006,1982,9733,13,172,4429,04/28/2021,09:22,Summer,4.5,4.14,48,149,45.3,43.72,Clear,Moderate,0
F20249975507,Air India,Airbus A321,6,En_Route,ATQ,IXB,ATQ-IXB,3.23,958,18269,2128,2832,2,193,8587,08/18/2024,23:09,Summer,4.63,2.3,26,233,34.6,42.45,Clear,Moderate,0
F20211253352,Akasa Air,ATR 72,1,Taxi,IXB,CCU,IXB-CCU,4.3,1676,9880,10791,3488,2,158,3389,09/13/2021,14:42,Summer,5.85,6.57,54,294,21.9,1.24,Cloudy,None,0
F20261947913,Air India,Embraer E190,7,En_Route,ATQ,CCU,ATQ-CCU,3.93,309,3036,15461,13631,12,159,3823,07/25/2025,04:54,Winter,6.48,1.38,9,342,21.0,20.96,Thunderstorm,Moderate,0
F20253430193,Vistara,Airbus A320,22,Taxi,ATQ,GAU,ATQ-GAU,0.53,1751,6089,16589,12628,11,148,4452,11/29/2022,08:52,Monsoon,0.93,8.99,62,58,9.9,34.29,Thunderstorm,Moderate,0
F20243956363,SpiceJet,Embraer E190,22,Parked,MAA,IXB,MAA-IXB,2.24,128,19149,3314,12032,12,13,1588,09/16/2024,02:06,Winter,2.44,8.28,69,184,10.8,36.01,Clear,Light,0
F20211669761,Alliance Air,Airbus A320,21,Taxi,BOM,ATQ,BOM-ATQ,4.84,1355,19152,20098,10473,6,234,9708,09/09/2020,08:34,Summer,0.85,9.48,13,162,11.7,17.4,Clear,Light,1
F20207619910,Akasa Air,Embraer E190,20,Taxi,MAA,DEL,MAA-MAA,1.75,1090,18109,24567,4336,10,31,474,06/26/2022,02:18,Summer,6.05,4.72,73,283,45.7,43.81,Rain,Moderate,0
F20247195728,Vistara,Boeing 737,3,Landing,BBI,AMD,BBI-AMD,1.27,1767,17149,11498,3541,12,37,4678,09/03/2024,03:17,Winter,6.19,8.79,20,141,25.1,48.41,Dust_Storm,Severe,0
F20253517869,SpiceJet,Airbus A321,16,En_Route,MAA,HYD,MAA-HYD,1.13,1130,8061,8915,14320,9,81,3351,05/29/2022,21:20,Summer,8.39,6.1,7,90,29.7,15.28,Dust_Storm,None,0
F20204146786,SpiceJet,ATR 72,9,Takeoff,MAA,IXB,MAA-IXB,0.76,242,8410,19384,5791,7,11,7802,08/06/2022,21:33,Monsoon,0.23,7.41,59,209,12.7,40.29,Rain,None,0
F20252161035,FlyBig,Airbus A321,26,Landing,GOI,BBI,GOI-BBI,2.18,1942,1804,9605,7584,4,241,9998,08/15/2024,14:51,Monsoon,8.91,5.09,59,143,44.4,14.21,Rain,Light,1
F20222410092,SpiceJet,ATR 72,18,Parked,HYD,MAA,HYD-MAA,2.48,829,10736,13252,4642,3,325,3017,09/28/2022,19:12,Summer,9.08,1.53,74,55,26.6,3.14,Thunderstorm,Moderate,1
F20265359367,FlyBig,Airbus A320,9,Landing,GOI,CCU,GOI-CCU,3.26,1091,15624,19678,3186,13,98,4320,05/26/2023,15:53,Winter,6.32,5.1,40,5,18.1,45.13,Thunderstorm,Light,0
F20234883144,IndiGo,Dornier Do 228,25,Takeoff,PNQ,GAU,PNQ-GAU,2.52,287,18776,11826,6191,2,48,2381,09/13/2020,18:15,Monsoon,2.03,6.05,64,312,42.5,19.33,Thunderstorm,Moderate,0
F20234807756,SpiceJet,ATR 72,3,Parked,MAA,DEL,MAA-MAA,3.26,759,19984,22082,14214,9,249,8869,07/28/2024,08:47,Summer,8.22,8.74,11,166,23.7,45.2,Cloudy,None,1
F20246850739,Vistara,Boeing 787,14,En_Route,DEL,HYD,DEL-HYD,3.39,980,14494,23127,11739,8,134,7586,07/27/2021,03:19,Monsoon,4.89,2.53,53,219,25.3,30.79,Cloudy,Moderate,0
F20219366431,Alliance Air,Boeing 737,11,Takeoff,AMD,IXB,AMD-IXB,2.39,1925,13413,24354,12889,13,115,7746,10/03/2020,23:47,Winter,4.15,2.43,69,233,9.0,29.45,Clear,Moderate,0
F20237901378,IndiGo,Boeing 787,19,En_Route,BBI,GAU,BBI-GAU,1.29,695,7701,9437,9572,11,269,4571,07/31/2024,11:05,Monsoon,9.61,4.81,32,22,38.4,4.51,Dust_Storm,Light,1
F20261209947,Star Air,Airbus A321,23,Parked,AMD,MAA,AMD-MAA,1.19,1670,12249,2227,1175,2,216,652,11/08/2021,11:35,Monsoon,5.89,9.7,36,62,34.6,27.95,Rain,Moderate,0
F20252940594,Star Air,Airbus A321,7,Parked,BBI,IXB,BBI-IXB,0.57,1760,12088,11387,2944,4,16,3850,11/23/2023,01:06,Monsoon,3.08,9.07,23,316,22.3,32.48,Clear,Moderate,0
F20263712451,SpiceJet,Boeing 787,5,Parked,BBI,AMD,BBI-AMD,2.13,1342,3451,1257,6985,10,305,5865,08/09/2024,00:34,Monsoon,2.22,5.79,75,74,28.4,49.35,Cloudy,Severe,1
F20251416050,FlyBig,ATR 72,8,Parked,GAU,HYD,GAU-HYD,1.81,1007,3479,8890,11435,9,169,5830,07/27/2025,10:58,Summer,8.61,3.84,40,129,14.8,22.62,Dust_Storm,Severe,0
F20235970789,FlyBig,Airbus A320,18,En_Route,IXB,BBI,IXB-BBI,1.14,1540,5110,7574,12017,10,249,7875,04/03/2025,07:35,Monsoon,7.08,7.59,45,227,23.1,8.34,Dust_Storm,Moderate,1
F20264212807,IndiGo,Dornier Do 228,1,Taxi,BOM,MAA,BOM-MAA,3.49,1350,7207,4292,12218,13,93,7027,10/08/2021,16:02,Monsoon,0.14,4.29,34,315,31.7,43.06,Cloudy,Moderate,0
F20261933730,Star Air,ATR 72,23,Landing,GAU,MAA,GAU-MAA,4.81,1518,9286,2341,6306,5,248,3943,06/22/2021,17:21,Summer,9.91,4.1,31,347,5.4,22.86,Clear,Moderate,1
F20207781153,Alliance Air,Airbus A321,28,Takeoff,IXB,BBI,IXB-BBI,2.86,303,2309,6793,8962,6,154,5601,01/01/2026,11:01,Winter,9.86,1.77,30,11,29.1,8.0,Cloudy,Severe,0
F20222221467,IndiGo,Dornier Do 228,6,Taxi,GOI,HYD,GOI-HYD,4.95,1087,17958,23491,13596,2,183,1202,04/26/2025,05:57,Summer,1.61,6.24,56,205,44.2,27.47,Thunderstorm,Severe,0
F20231344318,SpiceJet,ATR 72,23,Taxi,AMD,PNQ,AMD-PNQ,3.1,1405,7614,22277,4285,6,278,9169,01/18/2023,13:18,Monsoon,7.85,8.23,61,334,21.7,16.01,Cloudy,Severe,1
F20226810365,Air India,Boeing 787,13,Parked,BOM,IXB,BOM-IXB,3.68,1436,4447,21508,9732,13,36,8923,08/22/2020,20:24,Winter,6.56,1.04,49,129,20.8,6.09,Clear,Severe,0
F20261011298,Star Air,Boeing 737,6,En_Route,BLR,GAU,BLR-GAU,1.16,1227,18214,23494,9792,5,118,7919,05/02/2024,06:13,Summer,3.28,8.82,52,315,32.8,48.23,Cloudy,Light,0
F20246763758,Alliance Air,Airbus A320,25,Landing,BLR,DEL,BLR-BLR,4.36,848,18864,21469,10937,11,247,5260,12/22/2020,05:03,Winter,2.53,7.02,67,177,22.9,43.2,Dust_Storm,Light,1
F20239770730,Akasa Air,Dornier Do 228,29,Takeoff,GAU,DEL,GAU-GAU,4.12,1678,7890,3628,1378,12,154,7254,09/26/2023,20:30,Summer,7.96,3.32,48,184,8.9,34.9,Clear,Severe,0
F20249583032,Star Air,Airbus A321,4,Parked,GOI,ATQ,GOI-ATQ,3.12,107,2822,15836,10625,7,133,2528,11/04/2024,15:41,Monsoon,2.8,9.73,48,164,12.2,19.02,Dust_Storm,None,0
F20247541976,Star Air,Embraer E190,12,Takeoff,BBI,GAU,BBI-GAU,4.43,1478,6380,11217,10997,11,231,6702,12/25/2021,20:01,Winter,6.89,2.41,30,131,8.5,29.27,Dust_Storm,None,1
F20243111071,Alliance Air,Airbus A321,11,Takeoff,HYD,BOM,HYD-BOM,4.69,1636,11509,11296,3380,8,240,6374,03/07/2024,08:16,Summer,7.36,2.41,45,356,5.2,45.67,Cloudy,Severe,1
F20232977828,Alliance Air,Embraer E190,16,Takeoff,PNQ,AMD,PNQ-AMD,1.91,408,11342,9464,10297,5,81,5330,05/21/2020,11:28,Winter,0.56,0.73,15,115,30.8,41.74,Rain,None,0
F20234955496,Vistara,Boeing 787,21,Parked,MAA,BLR,MAA-BLR,3.31,1968,17438,18180,11507,8,174,251,08/15/2025,11:32,Summer,2.96,5.85,24,284,30.7,34.91,Rain,Light,0
F20202740540,IndiGo,Airbus A320,21,Landing,GOI,AMD,GOI-AMD,3.45,877,13930,839,2723,13,204,5399,03/07/2024,20:17,Summer,0.61,2.74,61,237,14.0,20.91,Rain,Moderate,0
F20212728290,Alliance Air,Embraer E190,7,Parked,IXB,BOM,IXB-BOM,1.79,1427,1493,23381,9636,3,29,7098,05/11/2024,11:09,Monsoon,8.36,3.59,45,281,20.3,42.56,Thunderstorm,Severe,0
F20227390656,Vistara,Airbus A320,3,Parked,CCU,MAA,CCU-MAA,4.03,690,1259,18964,14454,11,148,4148,08/17/2022,10:25,Winter,8.85,9.5,1,200,18.4,9.98,Clear,Severe,0
F20266595887,Vistara,Airbus A321,11,Parked,PNQ,AMD,PNQ-AMD,3.41,1554,5526,4945,14029,9,216,3685,12/12/2022,05:31,Winter,2.52,5.11,70,22,22.4,19.71,Thunderstorm,None,0
F20211297730,IndiGo,Boeing 787,29,Taxi,GAU,AMD,GAU-AMD,3.76,1670,13756,18296,5998,7,26,9076,06/29/2024,13:40,Monsoon,1.91,6.03,2,130,28.6,8.21,Clear,Severe,0
F20207761239,IndiGo,Airbus A320,5,Landing,HYD,ATQ,HYD-ATQ,1.08,298,9025,1998,5687,6,172,6137,03/20/2023,18:59,Summer,3.08,2.8,55,350,36.9,3.74,Clear,None,0
F20268676068,Akasa Air,Embraer E190,22,Landing,HYD,AMD,HYD-AMD,4.07,575,5290,16712,4831,12,133,5435,04/22/2021,18:40,Summer,1.56,1.36,72,357,26.9,23.26,Rain,Severe,0
F20269227998,IndiGo,Embraer E190,14,Landing,IXB,DEL,IXB-IXB,4.85,318,12898,13841,3000,6,239,2975,04/10/2023,16:58,Winter,4.85,2.91,24,320,8.8,47.79,Clear,Severe,1
F20251439204,SpiceJet,Airbus A320,6,Parked,DEL,GOI,DEL-GOI,3.93,721,1797,18900,8536,4,326,886,11/29/2024,13:54,Winter,3.54,1.9,65,333,44.3,2.1,Clear,None,1
F20255699136,Vistara,Dornier Do 228,15,Landing,IXB,BLR,IXB-BLR,3.68,1155,12956,4906,1999,11,326,6054,04/26/2025,06:58,Winter,9.22,3.32,18,176,29.8,28.53,Dust_Storm,Light,1
F20255598668,IndiGo,Dornier Do 228,7,Takeoff,BBI,BLR,BBI-BLR,2.57,334,12089,1889,4309,12,236,4104,04/11/2025,03:18,Monsoon,6.89,7.06,19,289,29.5,43.74,Cloudy,Light,1
F20226266256,Air India,ATR 72,23,Takeoff,MAA,HYD,MAA-HYD,1.34,1965,5257,22921,4466,5,218,8121,06/27/2020,23:22,Monsoon,2.71,5.57,73,182,17.7,21.13,Thunderstorm,Severe,0
F20256524187,SpiceJet,Embraer E190,10,Landing,CCU,BOM,CCU-BOM,4.69,768,15237,19089,11344,2,288,8695,08/05/2023,18:39,Summer,1.47,3.0,76,173,27.2,42.09,Cloudy,Moderate,1
F20248608467,Star Air,Boeing 787,5,En_Route,DEL,DEL,DEL-DEL,3.72,1248,7661,17453,3351,6,316,2246,06/16/2024,23:33,Winter,2.32,0.87,37,327,35.5,12.1,Thunderstorm,None,1
F20203962687,Akasa Air,Airbus A320,16,Takeoff,BLR,DEL,BLR-BLR,4.09,231,12370,18575,877,8,260,5028,11/26/2024,00:24,Winter,8.96,1.35,20,201,15.7,17.69,Thunderstorm,Moderate,1
F20211674024,Alliance Air,Boeing 787,7,Landing,GOI,AMD,GOI-AMD,2.13,390,1566,12516,5992,9,122,6239,03/06/2023,22:41,Winter,9.33,0.56,59,334,21.8,18.72,Thunderstorm,Severe,0
F20268896675,Vistara,ATR 72,15,Takeoff,IXB,DEL,IXB-DEL,2.03,266,19601,12855,11406,3,45,4309,08/08/2025,22:54,Summer,6.84,0.93,73,185,31.9,40.14,Dust_Storm,Severe,0
F20226812878,Star Air,Boeing 787,19,Takeoff,CCU,MAA,CCU-MAA,3.51,1456,18721,5442,14676,5,199,8325,08/09/2024,10:13,Monsoon,3.21,3.34,55,318,19.4,48.68,Clear,None,0
F20236218286,Alliance Air,Boeing 787,6,Landing,PNQ,DEL,PNQ-DEL,3.49,1994,11973,19736,11958,9,210,1631,10/01/2025,20:13,Monsoon,1.39,5.79,4,313,23.4,3.25,Cloudy,Moderate,0
F20203713423,Air India,Airbus A321,1,Taxi,BLR,BBI,BLR-BBI,0.64,1317,15724,21702,11852,2,230,6707,10/14/2024,10:57,Summer,1.08,9.76,13,126,42.4,22.01,Clear,Light,1
F20219521362,Akasa Air,Embraer E190,16,Takeoff,AMD,CCU,AMD-CCU,2.47,881,17875,17081,3668,7,71,1327,12/26/2025,08:41,Summer,2.41,6.09,39,185,43.3,27.85,Clear,Light,0
F20232360712,Alliance Air,Dornier Do 228,4,Landing,GAU,BBI,GAU-BBI,3.93,991,15270,22015,3131,4,255,2957,04/14/2023,20:14,Monsoon,3.99,0.79,37,256,35.1,36.81,Clear,Light,1
F20253455966,Air India,Boeing 737,20,Landing,CCU,BBI,CCU-BBI,4.87,121,6778,6078,9873,4,168,7713,10/26/2020,05:03,Monsoon,8.08,1.48,5,206,33.4,48.9,Clear,None,0
F20202696374,FlyBig,ATR 72,16,Takeoff,MAA,GOI,MAA-GOI,0.73,179,14553,527,12700,10,329,2669,09/25/2025,07:16,Monsoon,5.3,0.84,25,6,40.0,8.55,Rain,None,1
F20209725279,IndiGo,Embraer E190,10,Landing,CCU,IXB,CCU-IXB,1.95,129,13771,18848,13546,13,212,8179,11/26/2020,09:43,Winter,2.06,0.82,9,223,18.7,41.67,Clear,Severe,0
F20222708024,Vistara,Boeing 787,10,Taxi,GAU,GOI,GAU-GOI,3.7,1243,15703,6345,7127,4,49,574,04/20/2023,15:51,Winter,4.35,4.14,41,188,15.1,45.26,Rain,None,0
F20258769183,IndiGo,Embraer E190,28,Landing,DEL,MAA,DEL-MAA,2.99,684,12948,21723,10474,9,71,3160,12/29/2025,06:36,Winter,8.15,0.34,74,62,9.7,16.63,Cloudy,None,0
F20237244820,Vistara,Boeing 787,25,Landing,ATQ,PNQ,ATQ-PNQ,4.25,1607,5819,646,923,5,317,1277,04/14/2026,00:12,Winter,2.07,6.02,33,83,33.2,39.41,Dust_Storm,Light,1
F20247982093,Air India,ATR 72,16,Takeoff,HYD,MAA,HYD-MAA,1.46,155,8848,17834,10189,4,169,8795,04/02/2023,22:57,Monsoon,9.1,4.99,77,47,6.0,45.19,Rain,None,0
F20203596253,Alliance Air,Boeing 787,9,Taxi,CCU,BLR,CCU-BLR,2.35,1260,16707,13696,4793,5,13,4263,05/24/2025,11:20,Monsoon,7.31,5.98,4,184,35.2,45.39,Dust_Storm,Light,0
F20225463317,Vistara,ATR 72,16,Landing,DEL,GOI,DEL-GOI,4.84,1626,7148,787,11250,7,243,3743,04/22/2025,19:48,Monsoon,6.96,3.73,73,356,20.7,27.28,Dust_Storm,Light,1
F20249689861,IndiGo,Boeing 737,10,Taxi,BOM,IXB,BOM-IXB,1.08,271,13571,16389,3042,10,257,137,02/28/2026,23:49,Monsoon,2.31,8.45,59,207,37.6,4.72,Clear,None,1
F20235386992,Star Air,Boeing 737,29,Landing,BBI,ATQ,BBI-ATQ,1.12,823,16823,19698,8711,5,26,302,09/27/2022,01:31,Winter,5.18,2.57,24,261,8.6,1.32,Clear,None,0
F20202700105,Alliance Air,Airbus A321,12,Taxi,CCU,PNQ,CCU-PNQ,0.98,686,1942,16943,12032,13,218,8748,01/03/2025,11:04,Monsoon,6.2,6.88,54,51,22.4,42.77,Dust_Storm,Light,0
F20203646472,Vistara,Embraer E190,24,Landing,AMD,GAU,AMD-GAU,2.74,841,18968,6389,13841,6,208,4245,03/21/2023,21:36,Monsoon,9.43,9.88,57,165,25.0,48.71,Thunderstorm,Severe,0
F20227308619,IndiGo,Airbus A320,23,Taxi,DEL,BLR,DEL-BLR,4.46,1253,3033,9950,8623,6,198,5039,04/10/2021,16:21,Monsoon,2.28,0.44,7,216,10.8,38.06,Cloudy,Severe,0
F20228314264,IndiGo,Boeing 737,24,Taxi,BOM,BLR,BOM-BLR,3.56,1443,17934,9023,8278,4,178,3362,10/20/2020,08:11,Monsoon,3.98,2.1,77,169,29.0,48.2,Thunderstorm,Light,0
F20259667508,Akasa Air,Boeing 787,29,En_Route,MAA,GAU,MAA-GAU,4.81,245,3374,18218,9003,13,246,9127,05/07/2020,11:40,Monsoon,8.66,5.87,7,126,18.4,33.78,Dust_Storm,Severe,1
F20218664160,FlyBig,Airbus A321,12,Taxi,MAA,GOI,MAA-GOI,3.29,1157,14294,15038,13248,7,150,9198,03/21/2021,20:50,Summer,3.02,8.11,6,282,26.2,43.09,Dust_Storm,Severe,0
F20208666952,FlyBig,Airbus A321,1,Landing,AMD,DEL,AMD-AMD,0.65,817,6055,24966,1186,4,133,1925,02/05/2022,13:57,Summer,8.34,6.55,26,33,19.8,30.25,Cloudy,None,0
F20254874081,IndiGo,Embraer E190,27,Landing,PNQ,DEL,PNQ-DEL,2.63,877,18716,7277,10613,10,50,8245,10/02/2024,06:23,Winter,2.54,3.51,57,215,14.1,30.32,Clear,Severe,0
F20201279058,Vistara,Boeing 787,9,Parked,GOI,ATQ,GOI-ATQ,3.3,1038,8100,1696,3997,7,346,6194,12/30/2022,05:56,Monsoon,5.83,6.22,62,197,37.2,13.16,Dust_Storm,Severe,1
F20235068376,SpiceJet,Airbus A321,8,Parked,BBI,HYD,BBI-HYD,0.6,1577,4987,13684,10291,11,129,4502,10/23/2024,02:10,Monsoon,9.69,8.84,31,209,5.7,5.08,Dust_Storm,Light,0
F20254534170,Air India,Dornier Do 228,11,Takeoff,AMD,HYD,AMD-HYD,1.22,1698,3399,17989,2219,2,76,1468,07/21/2022,04:53,Winter,1.57,3.03,28,333,14.4,10.46,Cloudy,Light,0
F20228197443,Akasa Air,Embraer E190,21,Takeoff,AMD,BBI,AMD-BBI,2.88,495,18858,11846,9113,12,181,492,02/01/2025,10:07,Summer,1.58,7.02,53,130,38.4,20.69,Clear,Moderate,0
F20219194364,Alliance Air,Boeing 737,26,Takeoff,GOI,DEL,GOI-GOI,3.61,267,12945,14110,11540,12,328,3419,09/16/2022,01:32,Winter,3.34,6.62,4,4,20.5,12.23,Dust_Storm,Severe,1
F20231268744,Akasa Air,Boeing 737,28,Parked,ATQ,GOI,ATQ-GOI,3.58,757,1061,1628,6853,2,317,7268,10/26/2020,13:59,Summer,1.88,3.01,31,33,11.7,15.42,Dust_Storm,None,1
F20249006866,Vistara,Boeing 737,5,Parked,MAA,BLR,MAA-BLR,2.91,244,8460,20268,1887,6,18,2101,01/14/2024,11:23,Summer,3.81,6.96,44,357,22.5,23.01,Rain,None,0
F20264667563,IndiGo,Airbus A320,23,Taxi,IXB,MAA,IXB-MAA,3.07,1229,19449,24291,11423,6,188,3272,09/09/2023,08:47,Monsoon,1.92,7.49,77,262,9.0,39.18,Dust_Storm,Light,0
F20203870511,FlyBig,Boeing 737,17,Parked,MAA,DEL,MAA-DEL,3.81,105,17407,23184,5780,10,223,2803,06/05/2023,04:18,Monsoon,6.57,0.61,57,179,39.8,44.79,Dust_Storm,Severe,1
F20227763533,SpiceJet,ATR 72,8,Takeoff,BLR,ATQ,BLR-ATQ,3.34,1200,6455,13477,3464,12,69,9813,11/10/2020,10:49,Summer,6.4,1.64,12,250,28.6,0.17,Thunderstorm,Light,0
F20223320661,SpiceJet,Airbus A320,2,Takeoff,DEL,MAA,DEL-MAA,3.15,399,16203,12272,12898,3,17,2636,01/14/2025,18:33,Winter,3.12,5.71,18,249,30.7,30.86,Cloudy,None,0
F20239894787,Akasa Air,Airbus A321,10,Landing,HYD,PNQ,HYD-PNQ,3.18,447,18923,6462,1857,7,171,7494,05/13/2023,01:42,Winter,0.24,1.32,68,170,39.0,36.87,Cloudy,None,0
F20248252289,IndiGo,Airbus A320,19,Landing,GOI,MAA,GOI-MAA,2.47,980,8692,5968,3457,13,126,9277,05/15/2023,20:38,Summer,1.41,0.93,30,59,33.6,29.81,Clear,Light,0
F20217852791,Air India,Boeing 737,22,Takeoff,PNQ,MAA,PNQ-MAA,3.99,1715,8519,16685,13621,10,215,2387,08/17/2022,05:33,Summer,5.13,6.23,79,63,36.5,47.73,Rain,Light,0
F20213499247,Vistara,Boeing 787,15,Taxi,GOI,ATQ,GOI-ATQ,2.04,1849,16523,22380,7940,12,249,5262,11/27/2023,12:16,Winter,4.9,6.81,33,5,31.7,20.7,Thunderstorm,None,1
F20234502116,IndiGo,Boeing 787,26,En_Route,IXB,PNQ,IXB-PNQ,2.2,1489,14527,5818,10626,2,315,3518,03/01/2023,14:30,Winter,0.45,9.71,68,225,16.0,39.39,Dust_Storm,Moderate,1
F20214392479,FlyBig,Airbus A320,28,Parked,BLR,GAU,BLR-GAU,1.95,1462,15047,23645,8410,10,272,9660,12/26/2025,00:34,Summer,3.39,3.48,78,174,32.7,11.26,Cloudy,Light,1
F20213306233,IndiGo,Airbus A320,10,En_Route,BLR,MAA,BLR-MAA,4.95,704,3870,10738,4774,11,27,4282,07/01/2025,18:32,Winter,8.4,8.81,56,110,23.1,13.61,Cloudy,Severe,0
F20212027262,Air India,Boeing 737,20,Takeoff,GOI,BOM,GOI-BOM,4.54,1323,10787,13904,1834,9,13,6623,10/03/2023,04:23,Winter,4.13,9.66,51,191,35.3,33.09,Rain,Moderate,0
F20232715434,Alliance Air,Boeing 787,22,Landing,BBI,BOM,BBI-BOM,0.96,1519,5034,7437,1860,8,52,6004,09/20/2023,12:08,Monsoon,1.27,0.85,21,85,30.4,3.49,Rain,Severe,0
F20249623292,SpiceJet,Boeing 787,14,En_Route,IXB,AMD,IXB-AMD,1.43,580,16257,17908,4948,9,187,3341,11/17/2023,18:52,Monsoon,8.31,2.93,21,96,40.4,6.42,Thunderstorm,Moderate,0
F20264325016,FlyBig,Dornier Do 228,5,Taxi,CCU,MAA,CCU-MAA,3.4,1350,19686,14774,799,5,327,6866,10/01/2023,11:12,Summer,5.9,5.78,36,46,14.3,28.67,Clear,None,1
F20254496971,FlyBig,Airbus A321,14,En_Route,ATQ,GAU,ATQ-GAU,1.28,527,9391,23256,237,6,122,7009,01/08/2023,01:07,Winter,9.1,7.26,63,32,18.0,36.98,Rain,Severe,0
F20251043117,FlyBig,Embraer E190,11,Landing,HYD,DEL,HYD-DEL,4.9,854,16887,936,4100,9,248,7874,02/18/2021,09:19,Winter,4.4,9.61,3,337,40.7,20.03,Dust_Storm,Moderate,1
F20224310263,Akasa Air,Airbus A321,18,En_Route,CCU,DEL,CCU-CCU,2.49,1770,4260,16871,1762,9,134,2029,02/15/2021,23:54,Monsoon,1.76,3.3,62,229,46.2,3.53,Clear,Light,0
F20256525271,SpiceJet,ATR 72,19,Parked,HYD,DEL,HYD-HYD,2.61,1522,17131,21969,14094,6,167,7879,02/05/2022,20:26,Monsoon,3.1,1.29,46,102,25.1,33.72,Dust_Storm,Moderate,0
F20252311085,Vistara,Airbus A320,13,Taxi,CCU,MAA,CCU-MAA,2.44,1399,5700,15959,1648,10,217,2516,12/05/2023,10:32,Monsoon,2.91,4.76,53,152,7.6,47.32,Thunderstorm,Moderate,0
F20224421583,Alliance Air,Airbus A321,17,Taxi,AMD,IXB,AMD-IXB,3.51,1835,15902,13848,9566,5,65,7241,05/03/2020,18:54,Summer,6.93,8.17,32,318,29.7,23.63,Thunderstorm,Severe,0
F20252510920,FlyBig,Embraer E190,23,Takeoff,BOM,MAA,BOM-MAA,1.89,635,8613,8817,3511,3,240,4850,11/12/2021,13:32,Summer,2.16,7.14,62,221,10.7,18.21,Clear,Light,1
F20258695421,Akasa Air,Embraer E190,19,Parked,AMD,BOM,AMD-BOM,4.0,1077,2792,20727,12775,12,236,5747,06/06/2022,14:03,Winter,0.34,4.16,51,340,35.4,9.9,Dust_Storm,Moderate,1
F20212897036,Vistara,Embraer E190,18,Taxi,BOM,DEL,BOM-BOM,2.32,1875,2108,14457,10857,6,161,1117,03/04/2023,14:42,Summer,2.45,8.73,21,211,17.9,9.17,Thunderstorm,None,0
F20267854515,FlyBig,ATR 72,21,Parked,HYD,IXB,HYD-IXB,1.0,180,10498,20714,12832,5,34,6670,07/08/2025,03:25,Winter,3.34,3.23,15,325,13.7,9.46,Cloudy,Severe,0
F20261073067,Akasa Air,ATR 72,20,En_Route,CCU,DEL,CCU-CCU,1.04,621,18404,23187,12820,8,182,9354,04/24/2022,09:42,Winter,8.31,3.6,43,9,8.6,45.31,Dust_Storm,Severe,0
F20237965902,SpiceJet,Embraer E190,6,Taxi,AMD,ATQ,AMD-ATQ,0.85,713,14712,22196,560,4,201,5670,04/06/2026,18:33,Monsoon,9.58,9.69,12,108,46.5,14.07,Rain,Light,0
